timestamp,CO2avg,CH4avg,C2H5OHavg,H2avg,NH3avg,NO2avg,CO2min,CH4min,C2H5OHmin,H2min,NH3min,NO2min,CO2max,CH4max,C2H5OHmax,H2max,NH3max,NO2max
187500,"424,76","23175,17","93,03","111,54","365,82",0,"395,42","22658,45","72,18","100,11","361,29",0,"441,53","23470,44","104,95","126,23","371,48",0
189000,"415,33","23009,08","86,33","85,42","362,14",0,"391,23","22584,63","69,2","47,87","355,63",0,"441,53","23470,44","104,95","126,23","369,21",0
190500,"423,71","23156,71","92,29","98,48","364,4",0,"407,99","22879,9","81,12","73,99","360,16",0,"441,53","23470,44","104,95","126,23","369,21",0
192000,"401,71","22769,18","76,65","64,2","358,46",0,"387,03","22510,81","66,23","41,34","354,5",0,"424,76","23175,17","93,03","100,11","364,69",0
193500,"426,86","23212,08","94,52","103,38","365,25",0,"399,61","22732,27","75,16","60,93","357,89",0,"445,72","23544,25","107,93","132,76","370,35",0
195000,"411,14","22935,26","83,35","78,89","361,01",0,"399,61","22732,27","75,16","60,93","357,89",0,"420,57","23101,35","90,05","93,58","363,55",0
196500,"405,9","22842,99","79,63","70,73","359,59",0,"399,61","22732,27","75,16","60,93","357,89",0,"412,19","22953,72","84,1","80,52","361,29",0
198000,"444,68","23525,8","107,18","131,13","370,06",0,"416,38","23027,53","87,08","87,05","362,42",0,"479,26","24134,79","131,75",185,"379,4",0
199500,"432,1","23304,35","98,25","111,54","366,67",0,"420,57","23101,35","90,05","93,58","363,55",0,"437,34","23396,62","101,97","119,7","368,08",0
201000,"448,87","23599,62","110,16","137,66","371,19",0,"441,53","23470,44","104,95","126,23","369,21",0,"454,11","23691,89","113,88","145,82","372,61",0
202500,"450,96","23636,52","110,9","144,19","372,33",0,"424,76","23175,17","93,03","139,29","371,48",0,"479,26","24134,79","119,84","152,35","373,74",0
204000,"415,33","23009,08","86,33","85,42","362,14",0,"399,61","22732,27","75,16","60,93","357,89",0,"437,34","23396,62","101,97","119,7","368,08",0
205500,"397,51","22695,36","73,67","57,67","357,33",0,"382,84",22437,"63,25","34,81","353,37",0,"424,76","23175,17","93,03","100,11","364,69",0
207000,"426,86","23212,08","94,52","103,38","365,25",0,"407,99","22879,9","81,12","73,99","360,16",0,"441,53","23470,44","104,95","126,23","369,21",0
208500,"413,23","22972,17","84,84","82,15","361,57",0,"399,61","22732,27","75,16","60,93","357,89",0,"428,95","23248,99","96,01","106,64","365,82",0
210000,"420,57","23101,35","90,05","93,58","363,55",0,"395,42","22658,45","72,18","54,4","356,76",0,"445,72","23544,25","107,93","132,76","370,35",0
